job_title,company,matched_job_skills,total_job_skills,match_ratio
Brand Manager MENTOS / Kierownik Marki MENTOS,Perfetti Van Melle Polska,11,19,0.5789473684210527
Specjalista / Specjalistka ds. Systemu Jakości,Gomar sp. z o.o.,0,4,0.0
Kierownik Zespołu Usług NFZ,Medicover,8,10,0.8
Kierownik Projektu w Dziale Rozwoju Pracowników​,ORLEN S.A.,12,16,0.75
HR Administration and Payroll Team Leader for Poland,Mettler-Toledo Sp. z o.o.,12,22,0.5454545454545454
Specjalista ds. Zgodności Procesów,GRUPA PZU,11,15,0.7333333333333333
Kierownik ds. Jakości,DHL Supply Chain (Poland) Sp. z o.o.,5,10,0.5
Specjalista ds. Personalnych,HENGST FILTER POLSKA Sp. z o.o.,2,8,0.25
Specjalista / Specjalistka ds. Trade Marketingu marki Vistula,VRG SPÓŁKA AKCYJNA,10,14,0.7142857142857143
Brygadzista,LipCo Foods: SuperDrob | CPF Poland,7,11,0.6363636363636364
Inżynier Produkcji,El-Cab,17,22,0.7727272727272727
Data Engineer,VOLKSWAGEN FINANCIAL SERVICES POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,19,28,0.6785714285714286
Starszy Specjalista ds. Testów Antyfraudowych Aplikacyjnych i Przedwdrożeniowych,Bank Gospodarstwa Krajowego,14,22,0.6363636363636364
Analityk Finansowy,Real Development Group Sp. z o.o. sp.k.,10,15,0.6666666666666666
Konsultant\tka - wdrożeniowiec systemu klasy ERP,Navigal Sp. z o.o.,12,16,0.75
Analityk systemowy,Nekken Consulting Sp. z o.o.,15,22,0.6818181818181818
Starszy Specjalista ds. Analiz Strategicznych (m/k),Budimex SA,15,21,0.7142857142857143
​Junior HR Business Partner,Grupa Maspex,8,11,0.7272727272727273
Inżynier Procesu,Hydroline Poland Sp. z o.o.,4,5,0.8
Administrator systemów TETA ERP,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,8,11,0.7272727272727273
Specjalista ds. marketingu,SPORTPOLAND.COM SP. Z O.O.,2,11,0.18181818181818182
Technolog Produkcji Preparatów Weterynaryjnych,Grupa Weterynaryjna Fenix,10,24,0.4166666666666667
IT Application Manager,Hitachi Energy Services Sp. z o.o.,11,20,0.55
Kierownik / Kierowniczka Projektów / Scrum Master,DPD Polska,7,8,0.875
Specjalista / Specjalistka ds. Rekrutacji,Grupa ERGO Hestia,8,10,0.8
specjalista/specjalistka ds. analiz rynkowych,SGB-BANK S.A.,7,11,0.6363636363636364
Inżynier Procesu,Visscher-Caravelle Poland Sp. z o.o.,13,18,0.7222222222222222
Inżynier Procesu,DEMARKO S.A.,6,8,0.75
Event Manager,Albedo Marketing Sp. z o.o.,6,9,0.6666666666666666
Manager działu,ID LOGISTICS POLSKA S.A.,9,17,0.5294117647058824
Specjalistka / Specjalista ds. Kadr i Płac,Process Solutions Sp. z o.o.,6,14,0.42857142857142855
Dyrektor Programowy Europejskiego Kongresu Gospodarczego,PTWP,11,17,0.6470588235294118
Senior Big Data Analyst,Integer Group Services Sp. z o.o,19,28,0.6785714285714286
Konsultant Systemów Logistycznych,Aspekt Sp. z o.o.,11,20,0.55
Specjalista ds. marketingu handlowego,GTV Poland,9,16,0.5625
Analityk badań klinicznych,OPTOPOL Technology Sp. z o.o. - Bogdani,6,11,0.5454545454545454
Rekruter IT,ITHOUSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,8,0.625
Delivery Manager/-ka,MakoLab SA,10,16,0.625
Team Leader działu rekrutacji,Gi Group Poland S.A.,6,7,0.8571428571428571
Specjalista ds. kadr i płac,Manpower,4,8,0.5
Manager ds. sprzedaży,PULSAR WORK sp. z o.o.,3,8,0.375
Młodszy Specjalista SEM,SFD Spółka Akcyjna,7,22,0.3181818181818182
Manager ds. HR i Admiistracji,Wera Werkzeuge GmbH,3,10,0.3
Marketing Manager,HACH LANGE Sp. z o.o.,6,12,0.5
Product Manager,Manpower,5,11,0.45454545454545453
Exotic Trading Support Trainee,Societe Generale Branch in Poland,9,12,0.75
Specjalista ds. rekrutacji,Gi Group Poland S.A.,5,6,0.8333333333333334
FinOps Technical Programme Lead & IT Service Owner,HSBC Service Delivery (Polska) Sp. z o.o.,17,18,0.9444444444444444
Senior Risk and Control Specialist,HSBC Service Delivery (Polska) Sp. z o.o.,5,10,0.5
Staż w Dziale Brand Marketingu,Cersanit S.A.,5,9,0.5555555555555556
Senior Data Engineer with Databricks,CRESTT sp. z o.o.,24,44,0.5454545454545454
Specjalista w Biurze Analiz i Rozliczeń Inwestycji,METRO WARSZAWSKIE Sp. z o.o.,12,17,0.7058823529411765
Specjalista ds. Zakładowej Kontroli Produkcji,MOSTOSTAL ZABRZE Realizacje Przemysłowe S.A.,3,7,0.42857142857142855
Program Manager,Grupa ERGO Hestia,14,15,0.9333333333333333
System Engineer with French,Cyclad,18,38,0.47368421052631576
Senior Product Designer,INCUBLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,13,23,0.5652173913043478
Konsultant Systemu ERP Microsoft Dynamics 365 (AX) w obszarze Finansów i Księgowości,COIG,15,19,0.7894736842105263
Mid .NET Developer,HTH Recruitment,11,26,0.4230769230769231
Specjalista ds. raportowania i księgowości,Cereal Partners Poland Toruń-Pacific,9,12,0.75
Specjalista / Specjalistka ds. Rozliczeń Ubezpieczeniowych,Grupa ERGO Hestia,3,6,0.5
Kierownik Produkcji (Production Shift Manager),Antal Engineering & Operations,8,11,0.7272727272727273
Associate Software Engineer,Advisory Group TEST Human Resources,10,35,0.2857142857142857
Starszy Specjalista / Starsza Specjalistka - Restrukturyzacja,ING Lease,7,17,0.4117647058823529
Specjalista ds. controllingu / Analityk finansowy,Polmotors Sp. z o.o.,9,15,0.6
Lead Backend Engineer,Integral Solutions,10,22,0.45454545454545453
Recruitment Specialist,Develocraft sp. z o.o.,7,12,0.5833333333333334
Junior New Business Manager,Las Miejski,0,0,0.0
Senior Site Reliability Engineer,Edge One Solutions Sp. z o.o.,20,31,0.6451612903225806
Advanced DOOH Specialist,WPP Media,4,9,0.4444444444444444
Incident Management Specialist,Prime Engineering Poland,16,25,0.64
Payroll Specialist with German,Goldman Recruitment,4,12,0.3333333333333333
IT Project Manager - ServiceNow,Hitachi Energy Services Sp. z o.o.,13,25,0.52
BU Enterprise Architect Assistant & Solution/Integration Analyst,Hitachi Energy Services Sp. z o.o.,5,13,0.38461538461538464
Software Engineer (Node.js & JavaScript),The Stepstone Group Polska sp. z o.o.,7,13,0.5384615384615384
Senior Telephony Engineer (m/w/d),Wolters Kluwer Polska Sp. z o.o.,17,43,0.3953488372093023
Młodszy Specjalista ds. Organizacji Ruchu w Sieci,Polsat Media Spółka z ograniczoną odpowiedzialnością,4,5,0.8
Product Owner (Daily Banking),Bank Millennium S.A.,10,14,0.7142857142857143
Regionalny(-a) ekspert(-ka) ds. ryzyka operacyjnego,Santander Bank Polska,7,18,0.3888888888888889
Kontroler Finansowy,Antal Finance & Accountancy,4,7,0.5714285714285714
Biegły Rewident,Grupa Gumułka Audyt,5,9,0.5555555555555556
Specjalista ds. Operacji Finansowych z językiem niemieckim,Antal Banking & Insurance,11,13,0.8461538461538461
Specjalista ds. Modelowania Ryzyka Kredytowego,BNP Paribas Group Service Center,5,7,0.7142857142857143
Specjalista ds. Jakości Dostawców,Adient Poland Sp. z o.o. - Oddział Metal w Skarbimierzu,6,13,0.46153846153846156
"Continuous Improvement Manager (in financial process area - GL, FAR, PPM)",Zurich Insurance Company LTD,12,26,0.46153846153846156
Senior Category Development Specialist - WINIARY,Nestlé Polska S.A.,8,16,0.5
Senior Full Stack & AI Developer,Vazco,16,43,0.37209302325581395
Embedded Software Tester,Prime Engineering Poland,12,19,0.631578947368421
Content& Social Media Specialist,Wyższa Szkoła Kształcenia Zawodowego,6,12,0.5
Specjalista / Specjalistka ds. Kontroli i Wsparcia Sprzedaży,United Beverages Group,8,12,0.6666666666666666
"Operations Manager (work for Bolt, Glovo, Uber)",ETERNIS,17,28,0.6071428571428571
Infrastructure Engineer / SecOps,Oktawave S.A.,21,53,0.39622641509433965
Programista / Programistka CNC - Technolog,NETUR Polska Sp. z o.o.,7,11,0.6363636363636364
Specjalista ds. Kadr i Płac,Everest Development 2 Sp. z o.o.,2,6,0.3333333333333333
Analityk ds. Wynagrodzeń i danych HR,worldbox,9,13,0.6923076923076923
Technical Product Specialist,QIAGEN Wrocław,3,7,0.42857142857142855
Specjalista / Specjalistka ds. produktowych i analizy rynku E-Commerce,Klient Pracuj.pl,9,14,0.6428571428571429
Specjalista ds. informatyki / USOS,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,15,19,0.7894736842105263
AML Junior Validator,Citi Poland,4,7,0.5714285714285714
Specjalistka/Specjalista ds. Notowań,Towarowa Giełda Energii S.A.,5,8,0.625
Project Manager ds. systemu MES,Goodvalley Polska,7,11,0.6363636363636364
Kontroler Finansowy,GREEN HOUSE DEVELOPMENT S.A.,6,10,0.6
SME Credit Risk Expert,Manpower,5,14,0.35714285714285715
Kontroler finansowy,Nord Capital Sp. z o.o.,24,33,0.7272727272727273
Senior Backend Spark/Scala Developer,Apilia Marciniak-Parchimowicz Sp. J.,17,43,0.3953488372093023
Data Junior Engineer,Zurich Insurance Company LTD,13,16,0.8125
Product Owner,Currenda Sp. z o. o.,11,23,0.4782608695652174
Payroll Specialist (Swedish / Danish / Dutch / German / UK / IR markets) Poznań,CPL Jobs .,3,9,0.3333333333333333
Programista PHP,EUVIC JOB SPOT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,18,36,0.5
Dyrektor Personalny,Klient Pracuj.pl,9,17,0.5294117647058824
Product Specialist (m/f/d),LYRECO Polska SA,9,11,0.8181818181818182
Specjalista/ka ds. rekrutacji,Randstad Polska Sp. z o.o.,3,5,0.6
Specjalista / Specjalistka ds. kontroli jakości owoców i warzyw,FRULAND Sp. z o.o.,5,8,0.625
HR Generalist,ETERNIS,5,11,0.45454545454545453
SHEQ Coordinator CEE,EURO POOL SYSTEM POLAND sp. z o.o.,8,25,0.32
Specjalista ds. social media,AMBRA BRANDS Sp. z o.o.,11,14,0.7857142857142857
Specjalista w Biurze Strategii i Rozwoju Uczelni (R-12) (nr 1),Politechnika Krakowska im. Tadeusza Kościuszki,14,18,0.7777777777777778
Tester automatyzujący (aplikacja mobilna),Soneta Sp. z o.o.,8,26,0.3076923076923077
Team Lead,Vestas,0,0,0.0
HR IT Business Administrator,SKF Business Center Sp. z o.o.,6,25,0.24
PIM Specialist - Global Marketing,Demant Technology Center Sp. z o.o.,8,14,0.5714285714285714
Ekspert ds. Zakupów IT,Klient Pracuj.pl,9,16,0.5625
Inżynier jakości z j. niemieckim,NES Fircroft,8,10,0.8
Manager ds. finansowania strukturyzowanego,QUANTA ENERGY SPÓŁKA AKCYJNA,7,13,0.5384615384615384
Lider Zmiany,TRENA,3,12,0.25
Fullstack Developer - Java + Angular,Prime Engineering Poland,5,24,0.20833333333333334
Planista Produkcji,LemonHR,13,17,0.7647058823529411
Analityk/ Konsultant ds. wdrożeń (system Teta ME),HRK S.A.,6,10,0.6
Młodszy Specjalista ds. Przeciwdziałania Przestępstwom,ALIOR BANK,9,11,0.8181818181818182
Performance Marketing Specialist,DENTITY sp. z o.o.,8,22,0.36363636363636365
Konsultant SAP HCM/ILM,Sii Sp. z o.o.,4,10,0.4
Specjalista ds. HR,Rubau Polska Sp. z o.o.,7,11,0.6363636363636364
Architekt Systemowy,Clurgo Sp. z o.o.,23,52,0.4423076923076923
Analityk Biznesowy - Projektant Systemów Kadrowo-Płacowych,COIG,19,27,0.7037037037037037
Technical Writer,Gamefound Sp. z o.o.,10,17,0.5882352941176471
Specjalistka / Specjalista w Wydziale Rekrutacji,VeloBank S.A.,7,13,0.5384615384615384
Specjalista ds. e-commerce,Abriga Sp. z o.o.,1,13,0.07692307692307693
Junior Accountant,EUROFINS BUSINESS SERVICES POLAND Sp. z o.o.,1,5,0.2
Specjalista / Starszy specjalista / Główny specjalista o profilu „Analityk danych” w Wydziale Taryfikacji,Agencja Oceny Technologii Medycznych i Taryfikacji,24,31,0.7741935483870968
Informatyk - Analityk danych operacyjnych,INDUSTRIE MAURIZIO PERUZZO COMFORT sp. z o.o.,7,11,0.6363636363636364
Młodszy Specjalista ds. Kontroli Jakości,Grupa VIRTU,7,11,0.6363636363636364
Koordynator IT / Administrator,"Eversheds Sutherland Gadomska-Gołąb, Kunkiel-Kryńska, Szlachetka sp.k.",14,29,0.4827586206896552
Senior Data Engineer,STX Next S.A.,34,77,0.44155844155844154
Inżynier ds. Jakości Kontroli Wejściowej,HL Mando Corporation Poland sp. z o.o.,10,18,0.5555555555555556
Expert Data Engineer / Tech Lead,STX Next S.A.,20,33,0.6060606060606061
Data Engineer with GCP,STX Next S.A.,10,18,0.5555555555555556
Cloud Enginner GCP,STX Next S.A.,21,44,0.4772727272727273
Financial Reporting Project Leader (IT solutions),FLEXI SOLUTIONS,15,21,0.7142857142857143
Treasury Manager,ENERGIX POLSKA sp. z o.o.,4,8,0.5
Digital Marketing Expert,Simon-Kucher Core Business Services Sp. z o. o.,8,18,0.4444444444444444
Radca prawny / Adwokat w zespole obsługi prawnej bankowości międzynarodowej,PKO Bank Polski SA,4,11,0.36363636363636365
Administrator Aplikacji PPM,ITHOUSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,10,14,0.7142857142857143
Lider Zmiany (shift leader),ID LOGISTICS POLSKA S.A.,2,6,0.3333333333333333
Młodszy (-a) Specjalista (-tka) Kontroli Jakości,Polpharma S.A.,4,6,0.6666666666666666
Specjalista / Specjalistka ds. Rekrutacji (Rekruter/ka Terenowy/a),Polski Holding Obronny sp. z o.o.,5,10,0.5
Mistrz Produkcji,Probet-Dasag Sp. z o.o.,6,8,0.75
IT Business Analyst,Zurich Insurance Company LTD,13,24,0.5416666666666666
Specjalista ds. zapewnienia jakości w produkcji,Vipharm S.A.,7,12,0.5833333333333334
Technolog,Certa Projekt Sp. z o.o.,3,8,0.375
Analityk Kontroli Jakości,ALTERIS S.A,5,13,0.38461538461538464
Specjalista ds. Jakości,PONAR Wadowice,14,17,0.8235294117647058
Główny Analityk BI i Danych,GRUPA PZU,9,11,0.8181818181818182
Analityczka - Programistka SAS / Analityk - Programista SAS / SAS Consultant,VeloBank S.A.,19,33,0.5757575757575758
Analityk HR,Benefit Systems S.A. Oddział Fitness w Warszawie,7,10,0.7
Analityk kredytowy,GOSPODARCZY BANK SPÓŁDZIELCZY W GORZOWIE WIELKOPOLSKIM,5,9,0.5555555555555556
Product Manager – systemy regałowe (branża retail),Mago S.A.,13,19,0.6842105263157895
Product/Category Manager - Usługi Prepaid,Żabka Polska,20,23,0.8695652173913043
Solution Architect (Digital Hangar),Lufthansa Systems,24,46,0.5217391304347826
Księgowa / Księgowy,GP EXECUTIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,10,0.4
Business Development Manager,AdNext,4,11,0.36363636363636365
Senior Project Manager,OFFTEAM POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,11,15,0.7333333333333333
Specjalista w Zespole Jakości Danych,VeloBank S.A.,15,16,0.9375
Analityk w dziale Revenue Management,Polskie Linie Lotnicze LOT,6,8,0.75
BI Project Management Specialist,PPG,13,16,0.8125
Konsultant/-ka Biznesowy/-a ds. Rekrutacji Technicznych,ManpowerGroup,6,9,0.6666666666666666
Negocjator Ubezpieczeń Korporacyjnych Majątkowych,TUiR WARTA S.A.,10,16,0.625
Konsultant Dynamics 365 SCM,Sii Sp. z o.o.,11,16,0.6875
Inżynier wymagań,Bergman Engineering Sp. z o.o.,11,15,0.7333333333333333
Projektant Algorytmów,WB Electronics S.A.,19,26,0.7307692307692307
Ekspert/Ekspertka ds. zarządzania ryzykiem portfela kredytowego,mBank,9,12,0.75
Senior Brand Manager,Orange Polska,7,12,0.5833333333333334
Analityk KYC z jęz. niemieckim / włoskim / francuskim,Grafton Recruitment,5,9,0.5555555555555556
Kierownik działu zapewnienia jakości,Farmaceutyczna Spółdzielnia Pracy Filofarm,11,20,0.55
Specjalista Informatyk,MAN Bus Sp. z o.o.,10,20,0.5
Sourcer / Junior International Recruiter,Adecco Solutions AS,0,0,0.0
Młodszy Specjalista / Młodsza Specjalistka ds. Finansowych,Compagnie Francaise D'assurance Pour le Commerce Exterieur SA (Coface) Oddział w Polsce,5,8,0.625
FullStack TypeScript Developer,BSH SPRZĘT GOSPODARSTWA DOMOWEGO sp. z o.o.,15,41,0.36585365853658536
Menadżer/ka Produktu w Obszarze Serwisu Wierzytelności,KRUK S.A.,7,10,0.7
Lider Komórki,Bridgestone Stargard Sp. z o. o.,5,6,0.8333333333333334
Inżynier Danych,ATLAS Sp. z o.o.,11,13,0.8461538461538461
Specjalista LangChain / AI Engineer,INSTANTA sp. z o.o.,16,22,0.7272727272727273
Programista C# / MS SQL,INSTANTA sp. z o.o.,8,11,0.7272727272727273
Specjalista ds. Rozwoju Biznesu Detalicznego (k/m/d),Generali,7,11,0.6363636363636364
Inżynier jakości dostawców,HammerJobs Sp. z o.o.,6,12,0.5
Project Manager (Salesforce),Britenet Sp. z o.o.,13,24,0.5416666666666666
HR Manager,ACCREA MEDICAL ROBOTICS sp. z o.o.,11,26,0.4230769230769231
Asystent/ka ds. Rekrutacji,AB Job Service Polska Sp. z o.o.,4,10,0.4
Specjalista Programowy Makro,Grupa Kino Polska,4,5,0.8
Kierownik produkcji - technolog,METALCO SW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,9,0.4444444444444444
Kierownik marketingu,Promotorzy Trading Sp. z o.o. sp.k.,7,10,0.7
Specjalista ds. Wdrożeń Produktowych i Obsługi Klienta – Dział Marki Prywatnej,EQUALAN PHARMA EUROPE sp. z o.o.,4,7,0.5714285714285714
Specjalista ds. inwestycji,OSTROVIT sp. z o.o.,2,10,0.2
Specjalista ds. ryzyka,White Berg Towarzystwo Funduszy Inwestycyjnych S.A.,9,18,0.5
Head of IT Delivery,Michael Page,4,11,0.36363636363636365
Staż w Dziale Doskonalenia Jakości,JTI Polska sp. z o.o.,5,10,0.5
Programista .NET,Gdańskie Wydawnictwo Oświatowe,7,18,0.3888888888888889
Młodszy Specjalista ds. kontrolingu,GEODIS Road Network sp. z o.o.,5,9,0.5555555555555556
Embedded Software Engineer,NJORD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,10,13,0.7692307692307693
HR Business Partner,ACTONA POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,13,16,0.8125
Medical Science Liaison Manager,Schulke Polska Sp. z o.o.,7,18,0.3888888888888889
Specjalista ds. Analiz,LUX MED Sp. z o.o.,8,11,0.7272727272727273
HR Business Partner,Corleonis S.A.,8,17,0.47058823529411764
Lider/ Liderka Obszaru - Kierownik/ Kierowniczka Działu Kadr i Płac w pionie wsparcia,SIEĆ BADAWCZA ŁUKASIEWICZ - PRZEMYSŁOWY INSTYTUT AUTOMATYKI I POMIARÓW PIAP,11,18,0.6111111111111112
Analityk Inwestycyjny (K/M),Cordia Management Poland Sp. z o.o.,0,1,0.0
Grafik,WeNet sp. z o.o.,12,15,0.8
Kierownik magazynu,ARTHUR BUS sp. z o.o.,12,15,0.8
Credit Risk Regulatory Reporting Disclosure Assurance Manager,HSBC Service Delivery (Polska) Sp. z o.o.,19,29,0.6551724137931034
Staż w Dziale Jakości (świeże owoce i warzywa) - z możliwością zatrudnienia na stanowisko Młodszego Specjalisty ds. Kontroli Jakości,CONSORFRUT POLSKA Sp. z o.o.,3,9,0.3333333333333333
Analityk danych,Balton Sp. z o.o.,15,21,0.7142857142857143
Specjalista ds. kontroli jakości,CDM Sp. z o.o.,5,6,0.8333333333333334
Specjalista Help Desk (SaaS),ABC4brands Sp. z o.o.,6,9,0.6666666666666666
Starszy Specjalista ds. Kampanii SEM,SENPO sp. z o.o. SK,5,21,0.23809523809523808
"Program praktyk letnich ""COMPEtentni na start w praktyce""",Compensa Towarzystwo Ubezpieczeń S.A. Vienna Insurance Group,13,17,0.7647058823529411
Brygadzista,NEW ERA MATERIALS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6,10,0.6
Technolog Procesu,Ferrero Polska Sp. z o.o.,12,13,0.9230769230769231
Specjalista/Specjalistka w Dziale Rozwoju Produktu dla Europy Środkowo-Wschodniej,Compagnie Francaise D'assurance Pour le Commerce Exterieur SA (Coface) Oddział w Polsce,3,9,0.3333333333333333
Senior Backend Developer (Python),PSE INNOWACJE SP Z O O,12,28,0.42857142857142855
Konsultant Dynamics 365 Finance,Sii Sp. z o.o.,14,16,0.875
Specjalista ds. Systemów Raportowania (Power BI),ATLAS Sp. z o.o.,10,17,0.5882352941176471
Senior ETL Test Engineer (Manual | Automation),1dea Kośnik Sp. k.,8,15,0.5333333333333333
Specjalista Zapewnienia Jakości Dostawców,Puratos Polska Sp. z o.o.,10,14,0.7142857142857143
Kontroler - Analityk finansowy [M/F],Michael Page,10,13,0.7692307692307693
Brand & Marketing Manager,Vesstige sp. z o.o.,6,12,0.5
Analityk(-czka) danych,Santander Bank Polska,13,16,0.8125
Specjalista/Specjalistka ds. sprzedaży usług HR,Randstad Polska Sp. z o.o.,2,5,0.4
Plant Manager,Parker Hannifin Manufacturing Poland Sp. z o.o. CADE,8,15,0.5333333333333333
Sourcing Partner,Avenga Poland,7,18,0.3888888888888889
Brand Manager,FUSION LABS sp. z o.o.,5,10,0.5
Compensation & Benefits Manager,Gedeon Richter Polska Sp. z o.o.,19,31,0.6129032258064516
Starszy Specjalista ds. Administracji Finansowania Strukturalnego,Bank Gospodarstwa Krajowego,4,9,0.4444444444444444
Programistka / Programista Android,PKO Bank Polski SA,15,34,0.4411764705882353
Growth & Revenue Operations Manager,ADLOOK SERVICES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,29,52,0.5576923076923077
Maintenance manager,Roto Okna Dachowe Sp. z o.o.,0,0,0.0
Ekspert ds. Analiz Branżowych (branża zbrojeniowa),Bank Gospodarstwa Krajowego,8,12,0.6666666666666666
SAP WM Consultant,Arvato,3,11,0.2727272727272727
Młodszy Analityk / Młodsza Analityczka - procesów bankowych,MakoLab SA,13,33,0.3939393939393939
Specjalista ds. finansowych,ControlTec Sp. z o.o.,6,9,0.6666666666666666
Analityk Finansowy,Cyfrowy Polsat S.A.,9,13,0.6923076923076923
Master Data Management Administrator with Spanish,KION Business Services Polska Sp. z o. o.,7,16,0.4375
Senior Marketing Coordinator,Grafotronic Sp. z o.o.,8,13,0.6153846153846154
Specjalista / Specjalistka ds. technologii i jakości,TT Plast S.A.,5,10,0.5
Senior HR Specialist,Grafton Recruitment,6,10,0.6
IT Project Manager,Beliani,7,14,0.5
Planista Produkcji,GEA Tuchenhagen Polska sp. z o. o.,5,8,0.625
Brygadzista - Lider produkcji,ICS POLAND sp. z o.o.,11,11,1.0
HR Business Partner,Michael Page,4,9,0.4444444444444444
Trainee People Partner,Spyrosoft S.A.,5,12,0.4166666666666667
Dyrektor Produkcji,Acord Sp. z o.o. Przedsiębiorstwo Wielobranżowe,5,7,0.7142857142857143
Full Stack Developer – WP / WooCommerce + SEO techniczne,GRAFTEN,19,58,0.3275862068965517
DevOps Engineer,HEMOLENS DIAGNOSTICS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9,17,0.5294117647058824
Specjalista/Specjalistka ds. Rekrutacji,LS Airport Services S.A.,12,15,0.8
HR Specialist,QEMETICA Global Solutions Sp. z o.o.,10,17,0.5882352941176471
Senior Project Manager / Managerka,Scope Fluidics S.A.,4,12,0.3333333333333333
Specjalista ds. Rozwoju Personelu,CMC Poland Sp. z o.o.,9,15,0.6
Inżynier / Inżynierka Procesu Spawania i Montażu,Unison Engine Components Poland Sp. z o.o.,11,17,0.6470588235294118
Project Manager,H+H Polska Sp. z o.o.,7,12,0.5833333333333334
Zastępca Kierownika Produkcji - Koordynator działań produkcyjnych,HANBUD SP. Z o.o.,7,10,0.7
Specjalista_Specjalistka ds. analizy i baz danych,STOWARZYSZENIE AMNESTY INTERNATIONAL,13,19,0.6842105263157895
Koordynator ds. Social Media/Copywriter,SKLEPY KOMFORT S.A.,6,13,0.46153846153846156
Developer Enova365,Impel S.A.,6,14,0.42857142857142855
Kierownik / Kierowniczka projektów wdrożenia aplikacji finansowych,Veolia Energia Polska,10,15,0.6666666666666666
Infrastructure Engineer,Oktawave S.A.,23,53,0.4339622641509434
Kontroler Jakości Mebli Tapicerowanych,Nova Polska Sp. z o.o.,4,5,0.8
People Operations Specialist (HR) with German,Antal SSC/BPO,11,18,0.6111111111111112
AI Marketing Junior / Specialist,SINDBAD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,21,0.3333333333333333
Ekspertka / Ekspert ds. Ubezpieczeń Finansowych,UNIQA,4,11,0.36363636363636365
Lider Zmiany Produkcyjnej,Maspex,4,6,0.6666666666666666
Kierownik planowania produkcji,SaMASZ Sp. z o.o.,5,13,0.38461538461538464
Marketing Manager,HOTELE DIAMENT S.A.,8,14,0.5714285714285714
"Inżynier Usług Chmurowych PaaS (AI, Backup, DB, App Services)",GRUPA PZU,19,24,0.7916666666666666
Kierownik / Kierowniczka ds. Reasekuracji,Grupa ERGO Hestia,6,11,0.5454545454545454
Video Marketing Manager,LH.PL Sp. z o.o.,11,26,0.4230769230769231
Specjalista / Specjalistka ds. Budowania Zaangażowania Pracowników oraz DEI,Grupa ERGO Hestia,12,17,0.7058823529411765
Starszy Specjalista ds. ESG,POLSKIE PORTY LOTNICZE S.A.,9,13,0.6923076923076923
Product Manager - Business Owner,Burda Media Polska Sp. z o. o.,9,10,0.9
Pracownik kontroli jakości,PHOENIX CONTACT WIELKOPOLSKA Sp. z o.o.,8,11,0.7272727272727273
Specjalista / Specjalistka ds. zarządzania informacją produktową,IMET GURCZYŃSKI SPÓŁKA KOMANDYTOWA,8,13,0.6153846153846154
Transaction Monitoring Operations Specialist with Italian,Advisory Group TEST Human Resources,4,7,0.5714285714285714
Specjalista systemów informatycznych / Super User,GXO Logistics Poland Sp. z o.o.,9,19,0.47368421052631576
Dyrektor Marketingu,Unique People sp. z o.o.,12,27,0.4444444444444444
Kontroler Jakości Mebli Tapicerowanych,IWC HOME SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,11,0.6363636363636364
HR Manager (greenfield),Grafton Recruitment,6,12,0.5
Dyrektorka / Dyrektor departamentu sprzedaży samochodów używanych,Masterlease,15,20,0.75
Specjalista ds. Procesów,PPF Hasco-Lek SA,5,5,1.0
Dyrektor Oddziału (Branch Director),Unique People sp. z o.o.,10,12,0.8333333333333334
Zastępca Kierownika Działu Paneli Dekoracyjnych,BOLIX S.A.,4,8,0.5
Programista Python (narzędzia i aplikacje desktopowe),PIT-RADWAR S.A.,16,26,0.6153846153846154
Junior Traffic Manager,Wirtualna Polska Media S.A.,4,5,0.8
Kierownik/Kierowniczka produkcji,SL Poland Sp. z o.o.,11,15,0.7333333333333333
Inżynier Procesu,Hutchinson Poland Sp. z o.o. - Zakład Łódź 2,4,9,0.4444444444444444
Specjalista ds. HR,BPX S.A.,13,19,0.6842105263157895
Business - System Analyst – banking industry,Sii Sp. z o.o.,15,23,0.6521739130434783
Administrator Linux,Shoper S.A.,11,44,0.25
Senior Direct & Innovation Specialist,WPP Media,3,14,0.21428571428571427
Enterprise Solutions Architect,KNAUF IT SERVICES POLSKA SP. Z O.O.,41,70,0.5857142857142857
